,average CF
b'20110215110000',0
b'20110215120000',0
b'20110215130000',0
b'20110215140000',0
b'20110215150000',0
b'20110215160000',0
b'20110215170000',0
b'20110215180000',0
b'20110215190000',0
b'20110215200000',0
b'20110215210000',0
b'20110215220000',0
b'20110215230000',0
b'20110216000000',0
b'20110216010000',0
b'20110216020000',0
b'20110216030000',0
b'20110216040000',0
b'20110216050000',0
b'20110216060000',0
b'20110216070000',0
b'20110216080000',0
b'20110216090000',0
b'20110216100000',0
b'20110216110000',0
b'20110216120000',0
b'20110216130000',0
b'20110216140000',0
b'20110216150000',0
b'20110216160000',0
b'20110216170000',0
b'20110216180000',0
b'20110216190000',0
b'20110216200000',0
b'20110216210000',0
b'20110216220000',0
b'20110216230000',0
b'20110217000000',0
b'20110217010000',0
b'20110217020000',0
b'20110217030000',0
b'20110217040000',0
b'20110217050000',0
b'20110217060000',0
b'20110217070000',0
b'20110217080000',0
b'20110217090000',0
b'20110217100000',0
b'20110217110000',0
b'20110217120000',0
b'20110217130000',0
b'20110217140000',0
b'20110217150000',0
b'20110217160000',0
b'20110217170000',0
b'20110217180000',0
b'20110217190000',0
b'20110217200000',0
b'20110217210000',0
b'20110217220000',0
b'20110217230000',0
b'20110218000000',0
b'20110218010000',0
b'20110218020000',0
b'20110218030000',0
b'20110218040000',0
b'20110218050000',0
b'20110218060000',0
b'20110218070000',0
b'20110218080000',0
b'20110218090000',0
b'20110218100000',0
b'20110218110000',0
b'20110218120000',0
b'20110218130000',0
b'20110218140000',0
b'20110218150000',0
b'20110218160000',0
b'20110218170000',0
b'20110218180000',0
b'20110218190000',0
b'20110218200000',0
b'20110218210000',0
b'20110218220000',0
b'20110218230000',0
b'20110219000000',0
b'20110219010000',0
b'20110219020000',0
b'20110219030000',0
b'20110219040000',0
b'20110219050000',0
b'20110219060000',0
b'20110219070000',0
b'20110219080000',0
b'20110219090000',0
b'20110219100000',0
b'20110219110000',0
b'20110219120000',0
b'20110219130000',0
b'20110219140000',0
b'20110219150000',0
b'20110219160000',0
b'20110219170000',0
b'20110219180000',0
b'20110219190000',0
b'20110219200000',0
b'20110219210000',0
b'20110219220000',0
b'20110219230000',0
b'20110220000000',0
b'20110220010000',0
b'20110220020000',0
b'20110220030000',0
b'20110220040000',0
b'20110220050000',0
b'20110220060000',0
b'20110220070000',0
b'20110220080000',0
b'20110220090000',0
b'20110220100000',0
b'20110220110000',0
b'20110220120000',0
b'20110220130000',0
b'20110220140000',0
b'20110220150000',0
b'20110220160000',0
b'20110220170000',0
b'20110220180000',0
b'20110220190000',0
b'20110220200000',0
b'20110220210000',0
b'20110220220000',0
b'20110220230000',0
b'20110221000000',0
b'20110221010000',0
b'20110221020000',0
b'20110221030000',0
b'20110221040000',0
b'20110221050000',0
b'20110221060000',0
b'20110221070000',0
b'20110221080000',0
b'20110221090000',0
b'20110221100000',0
b'20110221110000',0
b'20110221120000',0
b'20110221130000',0
b'20110221140000',0
b'20110221150000',0
b'20110221160000',0
b'20110221170000',0
b'20110221180000',0
b'20110221190000',0
b'20110221200000',0
b'20110221210000',0
b'20110221220000',0
b'20110221230000',0
b'20110222000000',0
b'20110222010000',0
b'20110222020000',0
b'20110222030000',0
b'20110222040000',0
b'20110222050000',0
b'20110222060000',0
b'20110222070000',0
b'20110222080000',0
b'20110222090000',0
b'20110222100000',0
b'20110222110000',0
b'20110222120000',0
b'20110222130000',0
b'20110222140000',0
b'20110222150000',0
b'20110222160000',0
b'20110222170000',0
b'20110222180000',0
b'20110222190000',0
b'20110222200000',0
b'20110222210000',0
b'20110222220000',0
b'20110222230000',0
b'20110223000000',0
b'20110223010000',0
b'20110223020000',0
b'20110223030000',0
b'20110223040000',0
b'20110223050000',0
b'20110223060000',0
b'20110223070000',0
b'20110223080000',0
b'20110223090000',0
b'20110223100000',0
b'20110223110000',0
b'20110223120000',0
b'20110223130000',0
b'20110223140000',0
b'20110223150000',0
b'20110223160000',0
b'20110223170000',0
b'20110223180000',0
b'20110223190000',0
b'20110223200000',0
b'20110223210000',0
b'20110223220000',0
b'20110223230000',0
b'20110224000000',0
b'20110224010000',0
b'20110224020000',0
b'20110224030000',0
b'20110224040000',0
b'20110224050000',0
b'20110224060000',0
b'20110224070000',0
b'20110224080000',0
b'20110224090000',0
b'20110224100000',0
b'20110224110000',0
b'20110224120000',0
b'20110224130000',0
b'20110224140000',0
b'20110224150000',0
b'20110224160000',0
b'20110224170000',0
b'20110224180000',0
b'20110224190000',0
b'20110224200000',0
b'20110224210000',0
b'20110224220000',0
b'20110224230000',0
b'20110225000000',0
b'20110225010000',0
b'20110225020000',0
b'20110225030000',0
b'20110225040000',0
b'20110225050000',0
b'20110225060000',0
b'20110225070000',0
b'20110225080000',0
b'20110225090000',0
b'20110225100000',0
b'20110225110000',0
b'20110225120000',0
b'20110225130000',0
b'20110225140000',0
b'20110225150000',0
b'20110225160000',0
b'20110225170000',0
b'20110225180000',0
b'20110225190000',0
b'20110225200000',0
b'20110225210000',0
b'20110225220000',0
b'20110225230000',0
b'20110226000000',0
b'20110226010000',0
b'20110226020000',0
b'20110226030000',0
b'20110226040000',0
b'20110226050000',0
b'20110226060000',0
b'20110226070000',0
b'20110226080000',0
b'20110226090000',0
b'20110226100000',0
b'20110226110000',0
b'20110226120000',0
b'20110226130000',0
b'20110226140000',0
b'20110226150000',0
b'20110226160000',0
b'20110226170000',0
b'20110226180000',0
b'20110226190000',0
b'20110226200000',0
b'20110226210000',0
b'20110226220000',0
b'20110226230000',0
b'20110227000000',0
b'20110227010000',0
b'20110227020000',0
b'20110227030000',0
b'20110227040000',0
b'20110227050000',0
b'20110227060000',0
b'20110227070000',0
b'20110227080000',0
b'20110227090000',0
b'20110227100000',0
b'20110227110000',0
b'20110227120000',0
b'20110227130000',0
b'20110227140000',0
b'20110227150000',0
b'20110227160000',0
b'20110227170000',0
b'20110227180000',0
b'20110227190000',0
b'20110227200000',0
b'20110227210000',0
b'20110227220000',0
b'20110227230000',0
b'20110228000000',0
b'20110228010000',0
b'20110228020000',0
b'20110228030000',0
b'20110228040000',0
b'20110228050000',0
b'20110228060000',0
b'20110228070000',0
b'20110228080000',0
b'20110228090000',0
b'20110228100000',0
b'20110228110000',0
b'20110228120000',0
b'20110228130000',0
b'20110228140000',0
b'20110228150000',0
b'20110228160000',0
b'20110228170000',0
b'20110228180000',0
b'20110228190000',0
b'20110228200000',0
b'20110228210000',0
b'20110228220000',0
b'20110228230000',0
b'20110301000000',0
b'20110301010000',0
b'20110301020000',0
b'20110301030000',0
b'20110301040000',0
b'20110301050000',0
b'20110301060000',0
b'20110301070000',0
b'20110301080000',0
b'20110301090000',0
b'20110301100000',0
b'20110301110000',0
b'20110301120000',0
b'20110301130000',0
b'20110301140000',0
b'20110301150000',0
b'20110301160000',0
b'20110301170000',0
b'20110301180000',0
b'20110301190000',0
b'20110301200000',0
b'20110301210000',0
b'20110301220000',0
b'20110301230000',0
b'20110302000000',0
b'20110302010000',0
b'20110302020000',0
b'20110302030000',0
b'20110302040000',0
b'20110302050000',0
b'20110302060000',0
b'20110302070000',0
b'20110302080000',0
b'20110302090000',0
b'20110302100000',0
b'20110302110000',0
b'20110302120000',0
b'20110302130000',0
b'20110302140000',0
b'20110302150000',0
b'20110302160000',0
b'20110302170000',0
b'20110302180000',0
b'20110302190000',0
b'20110302200000',0
b'20110302210000',0
b'20110302220000',0
b'20110302230000',0
b'20110303000000',0
b'20110303010000',0
b'20110303020000',0
b'20110303030000',0
b'20110303040000',0
b'20110303050000',0
b'20110303060000',0
b'20110303070000',0
b'20110303080000',0
b'20110303090000',0
b'20110303100000',0
b'20110303110000',0
b'20110303120000',0
b'20110303130000',0
b'20110303140000',0
b'20110303150000',0
b'20110303160000',0
b'20110303170000',0
b'20110303180000',0
b'20110303190000',0
b'20110303200000',0
b'20110303210000',0
b'20110303220000',0
b'20110303230000',0
b'20110304000000',0
b'20110304010000',0
b'20110304020000',0
b'20110304030000',0
b'20110304040000',0
b'20110304050000',0
b'20110304060000',0
b'20110304070000',0
b'20110304080000',0
b'20110304090000',0
b'20110304100000',0
b'20110304110000',0
b'20110304120000',0
b'20110304130000',0
b'20110304140000',0
b'20110304150000',0
b'20110304160000',0
b'20110304170000',0
b'20110304180000',0
b'20110304190000',0
b'20110304200000',0
b'20110304210000',0
b'20110304220000',0
b'20110304230000',0
b'20110305000000',0
b'20110305010000',0
b'20110305020000',0
b'20110305030000',0
b'20110305040000',0
b'20110305050000',0
b'20110305060000',0
b'20110305070000',0
b'20110305080000',0
b'20110305090000',0
b'20110305100000',0
b'20110305110000',0
b'20110305120000',0
b'20110305130000',0
b'20110305140000',0
b'20110305150000',0
b'20110305160000',0
b'20110305170000',0
b'20110305180000',0
b'20110305190000',0
b'20110305200000',0
b'20110305210000',0
b'20110305220000',0
b'20110305230000',0
b'20110306000000',0
b'20110306010000',0
b'20110306020000',0
b'20110306030000',0
b'20110306040000',0
b'20110306050000',0
b'20110306060000',0
b'20110306070000',0
b'20110306080000',0
b'20110306090000',0
b'20110306100000',0
b'20110306110000',0
b'20110306120000',0
b'20110306130000',0
b'20110306140000',0
b'20110306150000',0
b'20110306160000',0
b'20110306170000',0
b'20110306180000',0
b'20110306190000',0
b'20110306200000',0
b'20110306210000',0
b'20110306220000',0
b'20110306230000',0
b'20110307000000',0
b'20110307010000',0
b'20110307020000',0
b'20110307030000',0
b'20110307040000',0
b'20110307050000',0
b'20110307060000',0
b'20110307070000',0
b'20110307080000',0
b'20110307090000',0
b'20110307100000',0
b'20110307110000',0
b'20110307120000',0
b'20110307130000',0
b'20110307140000',0
b'20110307150000',0
b'20110307160000',0
b'20110307170000',0
b'20110307180000',0
b'20110307190000',0
b'20110307200000',0
b'20110307210000',0
b'20110307220000',0
b'20110307230000',0
b'20110308000000',0
b'20110308010000',0
b'20110308020000',0
b'20110308030000',0
b'20110308040000',0
b'20110308050000',0
b'20110308060000',0
b'20110308070000',0
b'20110308080000',0
b'20110308090000',0
b'20110308100000',0
b'20110308110000',0
b'20110308120000',0
b'20110308130000',0
b'20110308140000',0
b'20110308150000',0
b'20110308160000',0
b'20110308170000',0
b'20110308180000',0
b'20110308190000',0
b'20110308200000',0
b'20110308210000',0
b'20110308220000',0
b'20110308230000',0
b'20110309000000',0
b'20110309010000',0
b'20110309020000',0
b'20110309030000',0
b'20110309040000',0
b'20110309050000',0
b'20110309060000',0
b'20110309070000',0
b'20110309080000',0
b'20110309090000',0
b'20110309100000',0
b'20110309110000',0
b'20110309120000',0
b'20110309130000',0
b'20110309140000',0
b'20110309150000',0
b'20110309160000',0
b'20110309170000',0
b'20110309180000',0
b'20110309190000',0
b'20110309200000',0
b'20110309210000',0
b'20110309220000',0
b'20110309230000',0
b'20110310000000',0
b'20110310010000',0
b'20110310020000',0
b'20110310030000',0
b'20110310040000',0
b'20110310050000',0
b'20110310060000',0
b'20110310070000',0
b'20110310080000',0
b'20110310090000',0
b'20110310100000',0
b'20110310110000',0
b'20110310120000',0
b'20110310130000',0
b'20110310140000',0
b'20110310150000',0
b'20110310160000',0
b'20110310170000',0
b'20110310180000',0
b'20110310190000',0
b'20110310200000',0
b'20110310210000',0
b'20110310220000',0
b'20110310230000',0
b'20110311000000',0
b'20110311010000',0
b'20110311020000',0
b'20110311030000',0
b'20110311040000',0
b'20110311050000',0
b'20110311060000',0
b'20110311070000',0
b'20110311080000',0
b'20110311090000',0
b'20110311100000',0
b'20110311110000',0
b'20110311120000',0
b'20110311130000',0
b'20110311140000',0
b'20110311150000',0
b'20110311160000',0
b'20110311170000',0
b'20110311180000',0
b'20110311190000',0
b'20110311200000',0
b'20110311210000',0
b'20110311220000',0
b'20110311230000',0
b'20110312000000',0
b'20110312010000',0
b'20110312020000',0
b'20110312030000',0
b'20110312040000',0
b'20110312050000',0
b'20110312060000',0
b'20110312070000',0
b'20110312080000',0
b'20110312090000',0
b'20110312100000',0
b'20110312110000',0
b'20110312120000',0
b'20110312130000',0
b'20110312140000',0
b'20110312150000',0
b'20110312160000',0
b'20110312170000',0
b'20110312180000',0
b'20110312190000',0
b'20110312200000',0
b'20110312210000',0
b'20110312220000',0
b'20110312230000',0
b'20110313000000',0
b'20110313010000',0
b'20110313020000',0
b'20110313030000',0
b'20110313040000',0
b'20110313050000',0
b'20110313060000',0
b'20110313070000',0
b'20110313080000',0
b'20110313090000',0
b'20110313100000',0
b'20110313110000',0
b'20110313120000',0
b'20110313130000',0
b'20110313140000',0
b'20110313150000',0
b'20110313160000',0
b'20110313170000',0
b'20110313180000',0
b'20110313190000',0
b'20110313200000',0
b'20110313210000',0
b'20110313220000',0
b'20110313230000',0
b'20110314000000',0
b'20110314010000',0
b'20110314020000',0
b'20110314030000',0
b'20110314040000',0
b'20110314050000',0
b'20110314060000',0
b'20110314070000',0
b'20110314080000',0
b'20110314090000',0
b'20110314100000',0
b'20110314110000',0
b'20110314120000',0
b'20110314130000',0
b'20110314140000',0
b'20110314150000',0
b'20110314160000',0
b'20110314170000',0
b'20110314180000',0
b'20110314190000',0
b'20110314200000',0
b'20110314210000',0
b'20110314220000',0
b'20110314230000',0
b'20110315000000',0
b'20110315010000',0
b'20110315020000',0
b'20110315030000',0
b'20110315040000',0
b'20110315050000',0
b'20110315060000',0
b'20110315070000',0
b'20110315080000',0
b'20110315090000',0
b'20110315100000',0
b'20110315110000',0
b'20110315120000',0
b'20110315130000',0
b'20110315140000',0
b'20110315150000',0
b'20110315160000',0
b'20110315170000',0
b'20110315180000',0
b'20110315190000',0
b'20110315200000',0
b'20110315210000',0
b'20110315220000',0
b'20110315230000',0
b'20110316000000',0
b'20110316010000',0
b'20110316020000',0
b'20110316030000',0
b'20110316040000',0
b'20110316050000',0
b'20110316060000',0
b'20110316070000',0
b'20110316080000',0
b'20110316090000',0
b'20110316100000',0
b'20110316110000',0
b'20110316120000',0
b'20110316130000',0
b'20110316140000',0
b'20110316150000',0
b'20110316160000',0
b'20110316170000',0
b'20110316180000',0
b'20110316190000',0
b'20110316200000',0
b'20110316210000',0
b'20110316220000',0
b'20110316230000',0
b'20110317000000',0
b'20110317010000',0
b'20110317020000',0
b'20110317030000',0
b'20110317040000',0
b'20110317050000',0
b'20110317060000',0
b'20110317070000',0
b'20110317080000',0
b'20110317090000',0
b'20110317100000',0
b'20110317110000',0
b'20110317120000',0
b'20110317130000',0
b'20110317140000',0
b'20110317150000',0
b'20110317160000',0
b'20110317170000',0
b'20110317180000',0
b'20110317190000',0
b'20110317200000',0
b'20110317210000',0
b'20110317220000',0
b'20110317230000',0
b'20110318000000',0
b'20110318010000',0
b'20110318020000',0
b'20110318030000',0
b'20110318040000',0
b'20110318050000',0
b'20110318060000',0
b'20110318070000',0
b'20110318080000',0
b'20110318090000',0
b'20110318100000',0
b'20110318110000',0
b'20110318120000',0
b'20110318130000',0
b'20110318140000',0
b'20110318150000',0
b'20110318160000',0
b'20110318170000',0
b'20110318180000',0
b'20110318190000',0
b'20110318200000',0
b'20110318210000',0
b'20110318220000',0
b'20110318230000',0
b'20110319000000',0
b'20110319010000',0
b'20110319020000',0
b'20110319030000',0
b'20110319040000',0
b'20110319050000',0
b'20110319060000',0
b'20110319070000',0
b'20110319080000',0
b'20110319090000',0
b'20110319100000',0
b'20110319110000',0
b'20110319120000',0
b'20110319130000',0
b'20110319140000',0
b'20110319150000',0
b'20110319160000',0
b'20110319170000',0
b'20110319180000',0
b'20110319190000',0
b'20110319200000',0
b'20110319210000',0
b'20110319220000',0
b'20110319230000',0
b'20110320000000',0
b'20110320010000',0
b'20110320020000',0
b'20110320030000',0
b'20110320040000',0
b'20110320050000',0
b'20110320060000',0
b'20110320070000',0
b'20110320080000',0
b'20110320090000',0
b'20110320100000',0
b'20110320110000',0
b'20110320120000',0
b'20110320130000',0
b'20110320140000',0
b'20110320150000',0
b'20110320160000',0
b'20110320170000',0
b'20110320180000',0
b'20110320190000',0
b'20110320200000',0
b'20110320210000',0
b'20110320220000',0
b'20110320230000',0
b'20110321000000',0
b'20110321010000',0
b'20110321020000',0
b'20110321030000',0
b'20110321040000',0
b'20110321050000',0
b'20110321060000',0
b'20110321070000',0
b'20110321080000',0
b'20110321090000',0
b'20110321100000',0
b'20110321110000',0
b'20110321120000',0
b'20110321130000',0
b'20110321140000',0
b'20110321150000',0
b'20110321160000',0
b'20110321170000',0
b'20110321180000',0
b'20110321190000',0
b'20110321200000',0
b'20110321210000',0
b'20110321220000',0
b'20110321230000',0
b'20110322000000',0
b'20110322010000',0
b'20110322020000',0
b'20110322030000',0
b'20110322040000',0
b'20110322050000',0
b'20110322060000',0
b'20110322070000',0
b'20110322080000',0
b'20110322090000',0
b'20110322100000',0
b'20110322110000',0
b'20110322120000',0
b'20110322130000',0
b'20110322140000',0
b'20110322150000',0
b'20110322160000',0
b'20110322170000',0
b'20110322180000',0
b'20110322190000',0
b'20110322200000',0
b'20110322210000',0
b'20110322220000',0
b'20110322230000',0
b'20110323000000',0
b'20110323010000',0
b'20110323020000',0
b'20110323030000',0
b'20110323040000',0
b'20110323050000',0
b'20110323060000',0
b'20110323070000',0
b'20110323080000',0
b'20110323090000',0
b'20110323100000',0
b'20110323110000',0
b'20110323120000',0
b'20110323130000',0
b'20110323140000',0
b'20110323150000',0
b'20110323160000',0
b'20110323170000',0
b'20110323180000',0
b'20110323190000',0
b'20110323200000',0
b'20110323210000',0
b'20110323220000',0
b'20110323230000',0
b'20110324000000',0
b'20110324010000',0
b'20110324020000',0
b'20110324030000',0
b'20110324040000',0
b'20110324050000',0
b'20110324060000',0
b'20110324070000',0
b'20110324080000',0
b'20110324090000',0
b'20110324100000',0
b'20110324110000',0
b'20110324120000',0
b'20110324130000',0
b'20110324140000',0
b'20110324150000',0
b'20110324160000',0
b'20110324170000',0
b'20110324180000',0
b'20110324190000',0
b'20110324200000',0
b'20110324210000',0
b'20110324220000',0
b'20110324230000',0
b'20110325000000',0
b'20110325010000',0
b'20110325020000',0
b'20110325030000',0
b'20110325040000',0
b'20110325050000',0
b'20110325060000',0
b'20110325070000',0
b'20110325080000',0
b'20110325090000',0
b'20110325100000',0
b'20110325110000',0
b'20110325120000',0
b'20110325130000',0
b'20110325140000',0
b'20110325150000',0
b'20110325160000',0
b'20110325170000',0
b'20110325180000',0
b'20110325190000',0
b'20110325200000',0
b'20110325210000',0
b'20110325220000',0
b'20110325230000',0
b'20110326000000',0
b'20110326010000',0
b'20110326020000',0
b'20110326030000',0
b'20110326040000',0
b'20110326050000',0
b'20110326060000',0
b'20110326070000',0
b'20110326080000',0
b'20110326090000',0
b'20110326100000',0
b'20110326110000',0
b'20110326120000',0
b'20110326130000',0
b'20110326140000',0
b'20110326150000',0
b'20110326160000',0
b'20110326170000',0
b'20110326180000',0
b'20110326190000',0
b'20110326200000',0
b'20110326210000',0
b'20110326220000',0
b'20110326230000',0
b'20110327000000',0
b'20110327010000',0
b'20110327020000',0
b'20110327030000',0
b'20110327040000',0
b'20110327050000',0
b'20110327060000',0
b'20110327070000',0
b'20110327080000',0
b'20110327090000',0
b'20110327100000',0
b'20110327110000',0
b'20110327120000',0
b'20110327130000',0
b'20110327140000',0
b'20110327150000',0
b'20110327160000',0
b'20110327170000',0
b'20110327180000',0
b'20110327190000',0
b'20110327200000',0
b'20110327210000',0
b'20110327220000',0
b'20110327230000',0
b'20110328000000',0
b'20110328010000',0
b'20110328020000',0
b'20110328030000',0
b'20110328040000',0
b'20110328050000',0
b'20110328060000',0
b'20110328070000',0
b'20110328080000',0
b'20110328090000',0
b'20110328100000',0
b'20110328110000',0
b'20110328120000',0
b'20110328130000',0
b'20110328140000',0
b'20110328150000',0
b'20110328160000',0
b'20110328170000',0
b'20110328180000',0
b'20110328190000',0
b'20110328200000',0
b'20110328210000',0
b'20110328220000',0
b'20110328230000',0
b'20110329000000',0
b'20110329010000',0
b'20110329020000',0
b'20110329030000',0
b'20110329040000',0
b'20110329050000',0
b'20110329060000',0
b'20110329070000',0
b'20110329080000',0
b'20110329090000',0
b'20110329100000',0
b'20110329110000',0
b'20110329120000',0
b'20110329130000',0
b'20110329140000',0
b'20110329150000',0
b'20110329160000',0
b'20110329170000',0
b'20110329180000',0
b'20110329190000',0
b'20110329200000',0
b'20110329210000',0
b'20110329220000',0
b'20110329230000',0
b'20110330000000',0
b'20110330010000',0
b'20110330020000',0
b'20110330030000',0
b'20110330040000',0
b'20110330050000',0
b'20110330060000',0
b'20110330070000',0
b'20110330080000',0
b'20110330090000',0
b'20110330100000',0
b'20110330110000',0
b'20110330120000',0
b'20110330130000',0
b'20110330140000',0
b'20110330150000',0
b'20110330160000',0
b'20110330170000',0
b'20110330180000',0
b'20110330190000',0
b'20110330200000',0
b'20110330210000',0
b'20110330220000',0
b'20110330230000',0
b'20110331000000',0
b'20110331010000',0
b'20110331020000',0
b'20110331030000',0
b'20110331040000',0
b'20110331050000',0
b'20110331060000',0
b'20110331070000',0
b'20110331080000',0
b'20110331090000',0
b'20110331100000',0
b'20110331110000',0
b'20110331120000',0
b'20110331130000',0
b'20110331140000',0
b'20110331150000',0
b'20110331160000',0
b'20110331170000',0
b'20110331180000',0
b'20110331190000',0
b'20110331200000',0
b'20110331210000',0
b'20110331220000',0
b'20110331230000',0
b'20110401000000',0
b'20110401010000',0
b'20110401020000',0
b'20110401030000',0
b'20110401040000',0
b'20110401050000',0
b'20110401060000',0
b'20110401070000',0
b'20110401080000',0
b'20110401090000',0
b'20110401100000',0
b'20110401110000',0
b'20110401120000',0
b'20110401130000',0
b'20110401140000',0
b'20110401150000',0
b'20110401160000',0
b'20110401170000',0
b'20110401180000',0
b'20110401190000',0
b'20110401200000',0
b'20110401210000',0
b'20110401220000',0
b'20110401230000',0
b'20110402000000',0
b'20110402010000',0
b'20110402020000',0
b'20110402030000',0
b'20110402040000',0
b'20110402050000',0
b'20110402060000',0
b'20110402070000',0
b'20110402080000',0
b'20110402090000',0
b'20110402100000',0
b'20110402110000',0
b'20110402120000',0
b'20110402130000',0
b'20110402140000',0
b'20110402150000',0
b'20110402160000',0
b'20110402170000',0
b'20110402180000',0
b'20110402190000',0
b'20110402200000',0
b'20110402210000',0
b'20110402220000',0
b'20110402230000',0
b'20110403000000',0
b'20110403010000',0
b'20110403020000',0
b'20110403030000',0
b'20110403040000',0
b'20110403050000',0
b'20110403060000',0
b'20110403070000',0
b'20110403080000',0
b'20110403090000',0
b'20110403100000',0
b'20110403110000',0
b'20110403120000',0
b'20110403130000',0
b'20110403140000',0
b'20110403150000',0
b'20110403160000',0
b'20110403170000',0
b'20110403180000',0
b'20110403190000',0
b'20110403200000',0
b'20110403210000',0
b'20110403220000',0
b'20110403230000',0
b'20110404000000',0
b'20110404010000',0
b'20110404020000',0
b'20110404030000',0
b'20110404040000',0
b'20110404050000',0
b'20110404060000',0
b'20110404070000',0
b'20110404080000',0
b'20110404090000',0
b'20110404100000',0
b'20110404110000',0
b'20110404120000',0
b'20110404130000',0
b'20110404140000',0
b'20110404150000',0
b'20110404160000',0
b'20110404170000',0
b'20110404180000',0
b'20110404190000',0
b'20110404200000',0
b'20110404210000',0
b'20110404220000',0
b'20110404230000',0
b'20110405000000',0
b'20110405010000',0
b'20110405020000',0
b'20110405030000',0
b'20110405040000',0
b'20110405050000',0
b'20110405060000',0
b'20110405070000',0
b'20110405080000',0
b'20110405090000',0
b'20110405100000',0
b'20110405110000',0
b'20110405120000',0
b'20110405130000',0
b'20110405140000',0
b'20110405150000',0
b'20110405160000',0
b'20110405170000',0
b'20110405180000',0
b'20110405190000',0
b'20110405200000',0
b'20110405210000',0
b'20110405220000',0
b'20110405230000',0
b'20110406000000',0
b'20110406010000',0
b'20110406020000',0
b'20110406030000',0
b'20110406040000',0
b'20110406050000',0
b'20110406060000',0
b'20110406070000',0
b'20110406080000',0
b'20110406090000',0
b'20110406100000',0
b'20110406110000',0
b'20110406120000',0
b'20110406130000',0
b'20110406140000',0
b'20110406150000',0
b'20110406160000',0
b'20110406170000',0
b'20110406180000',0
b'20110406190000',0
b'20110406200000',0
b'20110406210000',0
b'20110406220000',0
b'20110406230000',0
b'20110407000000',0
b'20110407010000',0
b'20110407020000',0
b'20110407030000',0
b'20110407040000',0
b'20110407050000',0
b'20110407060000',0
b'20110407070000',0
b'20110407080000',0
b'20110407090000',0
b'20110407100000',0
b'20110407110000',0
b'20110407120000',0
b'20110407130000',0
b'20110407140000',0
b'20110407150000',0
b'20110407160000',0
b'20110407170000',0
b'20110407180000',0
b'20110407190000',0
b'20110407200000',0
b'20110407210000',0
b'20110407220000',0
b'20110407230000',0
b'20110408000000',0
b'20110408010000',0
b'20110408020000',0
b'20110408030000',0
b'20110408040000',0
b'20110408050000',0
b'20110408060000',0
b'20110408070000',0
b'20110408080000',0
b'20110408090000',0
b'20110408100000',0
b'20110408110000',0
b'20110408120000',0
b'20110408130000',0
b'20110408140000',0
b'20110408150000',0
b'20110408160000',0
b'20110408170000',0
b'20110408180000',0
b'20110408190000',0
b'20110408200000',0
b'20110408210000',0
b'20110408220000',0
b'20110408230000',0
b'20110409000000',0
b'20110409010000',0
b'20110409020000',0
b'20110409030000',0
b'20110409040000',0
b'20110409050000',0
b'20110409060000',0
b'20110409070000',0
b'20110409080000',0
b'20110409090000',0
b'20110409100000',0
b'20110409110000',0
b'20110409120000',0
b'20110409130000',0
b'20110409140000',0
b'20110409150000',0
b'20110409160000',0
b'20110409170000',0
b'20110409180000',0
b'20110409190000',0
b'20110409200000',0
b'20110409210000',0
b'20110409220000',0
b'20110409230000',0
b'20110410000000',0
b'20110410010000',0
b'20110410020000',0
b'20110410030000',0
b'20110410040000',0
b'20110410050000',0
b'20110410060000',0
b'20110410070000',0
b'20110410080000',0
b'20110410090000',0
b'20110410100000',0
b'20110410110000',0
b'20110410120000',0
b'20110410130000',0
b'20110410140000',0
b'20110410150000',0
b'20110410160000',0
b'20110410170000',0
b'20110410180000',0
b'20110410190000',0
b'20110410200000',0
b'20110410210000',0
b'20110410220000',0
b'20110410230000',0
b'20110411000000',0
b'20110411010000',0
b'20110411020000',0
b'20110411030000',0
b'20110411040000',0
b'20110411050000',0
b'20110411060000',0
b'20110411070000',0
b'20110411080000',0
b'20110411090000',0
b'20110411100000',0
b'20110411110000',0
b'20110411120000',0
b'20110411130000',0
b'20110411140000',0
b'20110411150000',0
b'20110411160000',0
b'20110411170000',0
b'20110411180000',0
b'20110411190000',0
b'20110411200000',0
b'20110411210000',0
b'20110411220000',0
b'20110411230000',0
b'20110412000000',0
b'20110412010000',0
b'20110412020000',0
b'20110412030000',0
b'20110412040000',0
b'20110412050000',0
b'20110412060000',0
b'20110412070000',0
b'20110412080000',0
b'20110412090000',0
b'20110412100000',0
b'20110412110000',0
b'20110412120000',0
b'20110412130000',0
b'20110412140000',0
b'20110412150000',0
b'20110412160000',0
b'20110412170000',0
b'20110412180000',0
b'20110412190000',0
b'20110412200000',0
b'20110412210000',0
b'20110412220000',0
b'20110412230000',0
b'20110413000000',0
b'20110413010000',0
b'20110413020000',0
b'20110413030000',0
b'20110413040000',0
b'20110413050000',0
b'20110413060000',0
b'20110413070000',0
b'20110413080000',0
b'20110413090000',0
b'20110413100000',0
b'20110413110000',0
b'20110413120000',0
b'20110413130000',0
b'20110413140000',0
b'20110413150000',0
b'20110413160000',0
b'20110413170000',0
b'20110413180000',0
b'20110413190000',0
b'20110413200000',0
b'20110413210000',0
b'20110413220000',0
b'20110413230000',0
b'20110414000000',0
b'20110414010000',0
b'20110414020000',0
b'20110414030000',0
b'20110414040000',0
b'20110414050000',0
b'20110414060000',0
b'20110414070000',0
b'20110414080000',0
b'20110414090000',0
b'20110414100000',0
b'20110414110000',0
b'20110414120000',0
b'20110414130000',0
b'20110414140000',0
b'20110414150000',0
b'20110414160000',0
b'20110414170000',0
