,average CF
b'20110414180000',0
b'20110414190000',0
b'20110414200000',0
b'20110414210000',0
b'20110414220000',0
b'20110414230000',0
b'20110415000000',0
b'20110415010000',0
b'20110415020000',0
b'20110415030000',0
b'20110415040000',0
b'20110415050000',0
b'20110415060000',0
b'20110415070000',0
b'20110415080000',0
b'20110415090000',0
b'20110415100000',0
b'20110415110000',0
b'20110415120000',0
b'20110415130000',0
b'20110415140000',0
b'20110415150000',0
b'20110415160000',0
b'20110415170000',0
b'20110415180000',0
b'20110415190000',0
b'20110415200000',0
b'20110415210000',0
b'20110415220000',0
b'20110415230000',0
b'20110416000000',0
b'20110416010000',0
b'20110416020000',0
b'20110416030000',0
b'20110416040000',0
b'20110416050000',0
b'20110416060000',0
b'20110416070000',0
b'20110416080000',0
b'20110416090000',0
b'20110416100000',0
b'20110416110000',0
b'20110416120000',0
b'20110416130000',0
b'20110416140000',0
b'20110416150000',0
b'20110416160000',0
b'20110416170000',0
b'20110416180000',0
b'20110416190000',0
b'20110416200000',0
b'20110416210000',0
b'20110416220000',0
b'20110416230000',0
b'20110417000000',0
b'20110417010000',0
b'20110417020000',0
b'20110417030000',0
b'20110417040000',0
b'20110417050000',0
b'20110417060000',0
b'20110417070000',0
b'20110417080000',0
b'20110417090000',0
b'20110417100000',0
b'20110417110000',0
b'20110417120000',0
b'20110417130000',0
b'20110417140000',0
b'20110417150000',0
b'20110417160000',0
b'20110417170000',0
b'20110417180000',0
b'20110417190000',0
b'20110417200000',0
b'20110417210000',0
b'20110417220000',0
b'20110417230000',0
b'20110418000000',0
b'20110418010000',0
b'20110418020000',0
b'20110418030000',0
b'20110418040000',0
b'20110418050000',0
b'20110418060000',0
b'20110418070000',0
b'20110418080000',0
b'20110418090000',0
b'20110418100000',0
b'20110418110000',0
b'20110418120000',0
b'20110418130000',0
b'20110418140000',0
b'20110418150000',0
b'20110418160000',0
b'20110418170000',0
b'20110418180000',0
b'20110418190000',0
b'20110418200000',0
b'20110418210000',0
b'20110418220000',0
b'20110418230000',0
b'20110419000000',0
b'20110419010000',0
b'20110419020000',0
b'20110419030000',0
b'20110419040000',0
b'20110419050000',0
b'20110419060000',0
b'20110419070000',0
b'20110419080000',0
b'20110419090000',0
b'20110419100000',0
b'20110419110000',0
b'20110419120000',0
b'20110419130000',0
b'20110419140000',0
b'20110419150000',0
b'20110419160000',0
b'20110419170000',0
b'20110419180000',0
b'20110419190000',0
b'20110419200000',0
b'20110419210000',0
b'20110419220000',0
b'20110419230000',0
b'20110420000000',0
b'20110420010000',0
b'20110420020000',0
b'20110420030000',0
b'20110420040000',0
b'20110420050000',0
b'20110420060000',0
b'20110420070000',0
b'20110420080000',0
b'20110420090000',0
b'20110420100000',0
b'20110420110000',0
b'20110420120000',0
b'20110420130000',0
b'20110420140000',0
b'20110420150000',0
b'20110420160000',0
b'20110420170000',0
b'20110420180000',0
b'20110420190000',0
b'20110420200000',0
b'20110420210000',0
b'20110420220000',0
b'20110420230000',0
b'20110421000000',0
b'20110421010000',0
b'20110421020000',0
b'20110421030000',0
b'20110421040000',0
b'20110421050000',0
b'20110421060000',0
b'20110421070000',0
b'20110421080000',0
b'20110421090000',0
b'20110421100000',0
b'20110421110000',0
b'20110421120000',0
b'20110421130000',0
b'20110421140000',0
b'20110421150000',0
b'20110421160000',0
b'20110421170000',0
b'20110421180000',0
b'20110421190000',0
b'20110421200000',0
b'20110421210000',0
b'20110421220000',0
b'20110421230000',0
b'20110422000000',0
b'20110422010000',0
b'20110422020000',0
b'20110422030000',0
b'20110422040000',0
b'20110422050000',0
b'20110422060000',0
b'20110422070000',0
b'20110422080000',0
b'20110422090000',0
b'20110422100000',0
b'20110422110000',0
b'20110422120000',0
b'20110422130000',0
b'20110422140000',0
b'20110422150000',0
b'20110422160000',0
b'20110422170000',0
b'20110422180000',0
b'20110422190000',0
b'20110422200000',0
b'20110422210000',0
b'20110422220000',0
b'20110422230000',0
b'20110423000000',0
b'20110423010000',0
b'20110423020000',0
b'20110423030000',0
b'20110423040000',0
b'20110423050000',0
b'20110423060000',0
b'20110423070000',0
b'20110423080000',0
b'20110423090000',0
b'20110423100000',0
b'20110423110000',0
b'20110423120000',0
b'20110423130000',0
b'20110423140000',0
b'20110423150000',0
b'20110423160000',0
b'20110423170000',0
b'20110423180000',0
b'20110423190000',0
b'20110423200000',0
b'20110423210000',0
b'20110423220000',0
b'20110423230000',0
b'20110424000000',0
b'20110424010000',0
b'20110424020000',0
b'20110424030000',0
b'20110424040000',0
b'20110424050000',0
b'20110424060000',0
b'20110424070000',0
b'20110424080000',0
b'20110424090000',0
b'20110424100000',0
b'20110424110000',0
b'20110424120000',0
b'20110424130000',0
b'20110424140000',0
b'20110424150000',0
b'20110424160000',0
b'20110424170000',0
b'20110424180000',0
b'20110424190000',0
b'20110424200000',0
b'20110424210000',0
b'20110424220000',0
b'20110424230000',0
b'20110425000000',0
b'20110425010000',0
b'20110425020000',0
b'20110425030000',0
b'20110425040000',0
b'20110425050000',0
b'20110425060000',0
b'20110425070000',0
b'20110425080000',0
b'20110425090000',0
b'20110425100000',0
b'20110425110000',0
b'20110425120000',0
b'20110425130000',0
b'20110425140000',0
b'20110425150000',0
b'20110425160000',0
b'20110425170000',0
b'20110425180000',0
b'20110425190000',0
b'20110425200000',0
b'20110425210000',0
b'20110425220000',0
b'20110425230000',0
b'20110426000000',0
b'20110426010000',0
b'20110426020000',0
b'20110426030000',0
b'20110426040000',0
b'20110426050000',0
b'20110426060000',0
b'20110426070000',0
b'20110426080000',0
b'20110426090000',0
b'20110426100000',0
b'20110426110000',0
b'20110426120000',0
b'20110426130000',0
b'20110426140000',0
b'20110426150000',0
b'20110426160000',0
b'20110426170000',0
b'20110426180000',0
b'20110426190000',0
b'20110426200000',0
b'20110426210000',0
b'20110426220000',0
b'20110426230000',0
b'20110427000000',0
b'20110427010000',0
b'20110427020000',0
b'20110427030000',0
b'20110427040000',0
b'20110427050000',0
b'20110427060000',0
b'20110427070000',0
b'20110427080000',0
b'20110427090000',0
b'20110427100000',0
b'20110427110000',0
b'20110427120000',0
b'20110427130000',0
b'20110427140000',0
b'20110427150000',0
b'20110427160000',0
b'20110427170000',0
b'20110427180000',0
b'20110427190000',0
b'20110427200000',0
b'20110427210000',0
b'20110427220000',0
b'20110427230000',0
b'20110428000000',0
b'20110428010000',0
b'20110428020000',0
b'20110428030000',0
b'20110428040000',0
b'20110428050000',0
b'20110428060000',0
b'20110428070000',0
b'20110428080000',0
b'20110428090000',0
b'20110428100000',0
b'20110428110000',0
b'20110428120000',0
b'20110428130000',0
b'20110428140000',0
b'20110428150000',0
b'20110428160000',0
b'20110428170000',0
b'20110428180000',0
b'20110428190000',0
b'20110428200000',0
b'20110428210000',0
b'20110428220000',0
b'20110428230000',0
b'20110429000000',0
b'20110429010000',0
b'20110429020000',0
b'20110429030000',0
b'20110429040000',0
b'20110429050000',0
b'20110429060000',0
b'20110429070000',0
b'20110429080000',0
b'20110429090000',0
b'20110429100000',0
b'20110429110000',0
b'20110429120000',0
b'20110429130000',0
b'20110429140000',0
b'20110429150000',0
b'20110429160000',0
b'20110429170000',0
b'20110429180000',0
b'20110429190000',0
b'20110429200000',0
b'20110429210000',0
b'20110429220000',0
b'20110429230000',0
b'20110430000000',0
b'20110430010000',0
b'20110430020000',0
b'20110430030000',0
b'20110430040000',0
b'20110430050000',0
b'20110430060000',0
b'20110430070000',0
b'20110430080000',0
b'20110430090000',0
b'20110430100000',0
b'20110430110000',0
b'20110430120000',0
b'20110430130000',0
b'20110430140000',0
b'20110430150000',0
b'20110430160000',0
b'20110430170000',0
b'20110430180000',0
b'20110430190000',0
b'20110430200000',0
b'20110430210000',0
b'20110430220000',0
b'20110430230000',0
b'20110501000000',0
b'20110501010000',0
b'20110501020000',0
b'20110501030000',0
b'20110501040000',0
b'20110501050000',0
b'20110501060000',0
b'20110501070000',0
b'20110501080000',0
b'20110501090000',0
b'20110501100000',0
b'20110501110000',0
b'20110501120000',0
b'20110501130000',0
b'20110501140000',0
b'20110501150000',0
b'20110501160000',0
b'20110501170000',0
b'20110501180000',0
b'20110501190000',0
b'20110501200000',0
b'20110501210000',0
b'20110501220000',0
b'20110501230000',0
b'20110502000000',0
b'20110502010000',0
b'20110502020000',0
b'20110502030000',0
b'20110502040000',0
b'20110502050000',0
b'20110502060000',0
b'20110502070000',0
b'20110502080000',0
b'20110502090000',0
b'20110502100000',0
b'20110502110000',0
b'20110502120000',0
b'20110502130000',0
b'20110502140000',0
b'20110502150000',0
b'20110502160000',0
b'20110502170000',0
b'20110502180000',0
b'20110502190000',0
b'20110502200000',0
b'20110502210000',0
b'20110502220000',0
b'20110502230000',0
b'20110503000000',0
b'20110503010000',0
b'20110503020000',0
b'20110503030000',0
b'20110503040000',0
b'20110503050000',0
b'20110503060000',0
b'20110503070000',0
b'20110503080000',0
b'20110503090000',0
b'20110503100000',0
b'20110503110000',0
b'20110503120000',0
b'20110503130000',0
b'20110503140000',0
b'20110503150000',0
b'20110503160000',0
b'20110503170000',0
b'20110503180000',0
b'20110503190000',0
b'20110503200000',0
b'20110503210000',0
b'20110503220000',0
b'20110503230000',0
b'20110504000000',0
b'20110504010000',0
b'20110504020000',0
b'20110504030000',0
b'20110504040000',0
b'20110504050000',0
b'20110504060000',0
b'20110504070000',0
b'20110504080000',0
b'20110504090000',0
b'20110504100000',0
b'20110504110000',0
b'20110504120000',0
b'20110504130000',0
b'20110504140000',0
b'20110504150000',0
b'20110504160000',0
b'20110504170000',0
b'20110504180000',0
b'20110504190000',0
b'20110504200000',0
b'20110504210000',0
b'20110504220000',0
b'20110504230000',0
b'20110505000000',0
b'20110505010000',0
b'20110505020000',0
b'20110505030000',0
b'20110505040000',0
b'20110505050000',0
b'20110505060000',0
b'20110505070000',0
b'20110505080000',0
b'20110505090000',0
b'20110505100000',0
b'20110505110000',0
b'20110505120000',0
b'20110505130000',0
b'20110505140000',0
b'20110505150000',0
b'20110505160000',0
b'20110505170000',0
b'20110505180000',0
b'20110505190000',0
b'20110505200000',0
b'20110505210000',0
b'20110505220000',0
b'20110505230000',0
b'20110506000000',0
b'20110506010000',0
b'20110506020000',0
b'20110506030000',0
b'20110506040000',0
b'20110506050000',0
b'20110506060000',0
b'20110506070000',0
b'20110506080000',0
b'20110506090000',0
b'20110506100000',0
b'20110506110000',0
b'20110506120000',0
b'20110506130000',0
b'20110506140000',0
b'20110506150000',0
b'20110506160000',0
b'20110506170000',0
b'20110506180000',0
b'20110506190000',0
b'20110506200000',0
b'20110506210000',0
b'20110506220000',0
b'20110506230000',0
b'20110507000000',0
b'20110507010000',0
b'20110507020000',0
b'20110507030000',0
b'20110507040000',0
b'20110507050000',0
b'20110507060000',0
b'20110507070000',0
b'20110507080000',0
b'20110507090000',0
b'20110507100000',0
b'20110507110000',0
b'20110507120000',0
b'20110507130000',0
b'20110507140000',0
b'20110507150000',0
b'20110507160000',0
b'20110507170000',0
b'20110507180000',0
b'20110507190000',0
b'20110507200000',0
b'20110507210000',0
b'20110507220000',0
b'20110507230000',0
b'20110508000000',0
b'20110508010000',0
b'20110508020000',0
b'20110508030000',0
b'20110508040000',0
b'20110508050000',0
b'20110508060000',0
b'20110508070000',0
b'20110508080000',0
b'20110508090000',0
b'20110508100000',0
b'20110508110000',0
b'20110508120000',0
b'20110508130000',0
b'20110508140000',0
b'20110508150000',0
b'20110508160000',0
b'20110508170000',0
b'20110508180000',0
b'20110508190000',0
b'20110508200000',0
b'20110508210000',0
b'20110508220000',0
b'20110508230000',0
b'20110509000000',0
b'20110509010000',0
b'20110509020000',0
b'20110509030000',0
b'20110509040000',0
b'20110509050000',0
b'20110509060000',0
b'20110509070000',0
b'20110509080000',0
b'20110509090000',0
b'20110509100000',0
b'20110509110000',0
b'20110509120000',0
b'20110509130000',0
b'20110509140000',0
b'20110509150000',0
b'20110509160000',0
b'20110509170000',0
b'20110509180000',0
b'20110509190000',0
b'20110509200000',0
b'20110509210000',0
b'20110509220000',0
b'20110509230000',0
b'20110510000000',0
b'20110510010000',0
b'20110510020000',0
b'20110510030000',0
b'20110510040000',0
b'20110510050000',0
b'20110510060000',0
b'20110510070000',0
b'20110510080000',0
b'20110510090000',0
b'20110510100000',0
b'20110510110000',0
b'20110510120000',0
b'20110510130000',0
b'20110510140000',0
b'20110510150000',0
b'20110510160000',0
b'20110510170000',0
b'20110510180000',0
b'20110510190000',0
b'20110510200000',0
b'20110510210000',0
b'20110510220000',0
b'20110510230000',0
b'20110511000000',0
b'20110511010000',0
b'20110511020000',0
b'20110511030000',0
b'20110511040000',0
b'20110511050000',0
b'20110511060000',0
b'20110511070000',0
b'20110511080000',0
b'20110511090000',0
b'20110511100000',0
b'20110511110000',0
b'20110511120000',0
b'20110511130000',0
b'20110511140000',0
b'20110511150000',0
b'20110511160000',0
b'20110511170000',0
b'20110511180000',0
b'20110511190000',0
b'20110511200000',0
b'20110511210000',0
b'20110511220000',0
b'20110511230000',0
b'20110512000000',0
b'20110512010000',0
b'20110512020000',0
b'20110512030000',0
b'20110512040000',0
b'20110512050000',0
b'20110512060000',0
b'20110512070000',0
b'20110512080000',0
b'20110512090000',0
b'20110512100000',0
b'20110512110000',0
b'20110512120000',0
b'20110512130000',0
b'20110512140000',0
b'20110512150000',0
b'20110512160000',0
b'20110512170000',0
b'20110512180000',0
b'20110512190000',0
b'20110512200000',0
b'20110512210000',0
b'20110512220000',0
b'20110512230000',0
b'20110513000000',0
b'20110513010000',0
b'20110513020000',0
b'20110513030000',0
b'20110513040000',0
b'20110513050000',0
b'20110513060000',0
b'20110513070000',0
b'20110513080000',0
b'20110513090000',0
b'20110513100000',0
b'20110513110000',0
b'20110513120000',0
b'20110513130000',0
b'20110513140000',0
b'20110513150000',0
b'20110513160000',0
b'20110513170000',0
b'20110513180000',0
b'20110513190000',0
b'20110513200000',0
b'20110513210000',0
b'20110513220000',0
b'20110513230000',0
b'20110514000000',0
b'20110514010000',0
b'20110514020000',0
b'20110514030000',0
b'20110514040000',0
b'20110514050000',0
b'20110514060000',0
b'20110514070000',0
b'20110514080000',0
b'20110514090000',0
b'20110514100000',0
b'20110514110000',0
b'20110514120000',0
b'20110514130000',0
b'20110514140000',0
b'20110514150000',0
b'20110514160000',0
b'20110514170000',0
b'20110514180000',0
b'20110514190000',0
b'20110514200000',0
b'20110514210000',0
b'20110514220000',0
b'20110514230000',0
b'20110515000000',0
b'20110515010000',0
b'20110515020000',0
b'20110515030000',0
b'20110515040000',0
b'20110515050000',0
b'20110515060000',0
b'20110515070000',0
b'20110515080000',0
b'20110515090000',0
b'20110515100000',0
b'20110515110000',0
b'20110515120000',0
b'20110515130000',0
b'20110515140000',0
b'20110515150000',0
b'20110515160000',0
b'20110515170000',0
